,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude
10944,2020-4351,2020-06-08,1,Vente,355000.0,7.0,ALL LOUIS MOUTHIER,0438,1500.0,01004,Ambérieu-en-Bugey,01,01004000AI0426,0,3.0,Dépendance,,0.0,S,sols,1138.0,5.345421,45.971633
10945,2020-4351,2020-06-08,1,Vente,355000.0,7.0,ALL LOUIS MOUTHIER,0438,1500.0,01004,Ambérieu-en-Bugey,01,01004000AI0426,0,3.0,Dépendance,,0.0,S,sols,1138.0,5.345421,45.971633
10946,2020-4351,2020-06-08,1,Vente,355000.0,7.0,ALL LOUIS MOUTHIER,0438,1500.0,01004,Ambérieu-en-Bugey,01,01004000AI0426,0,2.0,Appartement,50.0,2.0,S,sols,1138.0,5.345421,45.971633
10947,2020-4351,2020-06-08,1,Vente,355000.0,7.0,ALL LOUIS MOUTHIER,0438,1500.0,01004,Ambérieu-en-Bugey,01,01004000AI0426,0,2.0,Appartement,33.0,2.0,S,sols,1138.0,5.345421,45.971633
10948,2020-4351,2020-06-08,1,Vente,355000.0,7.0,ALL LOUIS MOUTHIER,0438,1500.0,01004,Ambérieu-en-Bugey,01,01004000AI0426,0,2.0,Appartement,95.0,4.0,S,sols,1138.0,5.345421,45.971633
10949,2020-4351,2020-06-08,1,Vente,355000.0,,AUX ROSIERS,B236,1500.0,01004,Ambérieu-en-Bugey,01,01004000AI0428,0,,,,,S,sols,22.0,5.345363,45.971552
10950,2020-4352,2020-06-09,1,Vente,1140.0,,CROIX DES ROUSSES,B039,1150.0,01213,Leyment,01,01213000ZA0054,0,,,,,T,terres,7600.0,5.308109,45.944673
10959,2020-4355,2020-05-20,1,Vente,543500.0,,LA VILLE,B110,1170.0,01173,Gex,01,01173000AI0355,0,,,,,J,jardins,481.0,6.058516,46.333346
10960,2020-4355,2020-05-20,1,Vente,543500.0,190.0,RUE DES TERREAUX,0680,1170.0,01173,Gex,01,01173000AI0356,0,1.0,Maison,168.0,6.0,S,sols,260.0,6.058402,46.333361
10961,2020-4356,2020-06-03,1,Vente,235000.0,161.0,IMP DES TULIPES,0198,1360.0,01224,Loyettes,01,012240000B1048,0,1.0,Maison,90.0,5.0,S,sols,795.0,5.214088,45.774263
10962,2020-4357,2020-06-02,1,Vente en l'état futur d'achèvement,515000.0,,MOULIN D EN BAS,B031,1170.0,01071,Cessy,01,01071000AE0176,0,,,,,AB,terrains a bâtir,177.0,6.078719,46.318178
10963,2020-4357,2020-06-02,1,Vente en l'état futur d'achèvement,515000.0,,MOULIN D EN BAS,B031,1170.0,01071,Cessy,01,01071000AE0181,0,,,,,AB,terrains a bâtir,54.0,6.078588,46.318039
10964,2020-4357,2020-06-02,1,Vente en l'état futur d'achèvement,515000.0,,MOULIN D EN BAS,B031,1170.0,01071,Cessy,01,01071000AE0209,0,,,,,AB,terrains a bâtir,120.0,6.078647,46.318183
10965,2020-4357,2020-06-02,1,Vente en l'état futur d'achèvement,515000.0,,MOULIN D EN BAS,B031,1170.0,01071,Cessy,01,01071000AE0218,0,,,,,AB,terrains a bâtir,84.0,6.078526,46.318054
10966,2020-4358,2020-05-20,1,Vente,128150.0,10.0,CHE DU SERAN,0190,1260.0,01079,Champagne-en-Valromey,01,010792870C0107,0,1.0,Maison,95.0,5.0,S,sols,340.0,5.687028,45.932092
10967,2020-4358,2020-05-20,1,Vente,128150.0,,LES BARRES,B114,1260.0,01079,Champagne-en-Valromey,01,010792870C0689,0,,,,,S,sols,27.0,5.687156,45.931901
10968,2020-4358,2020-05-20,1,Vente,128150.0,,LES BARRES,B114,1260.0,01079,Champagne-en-Valromey,01,01079287ZH0097,0,,,,,T,terres,2538.0,5.686954,45.931829
10969,2020-4358,2020-05-20,1,Vente,128150.0,,LES BARRES,B114,1260.0,01079,Champagne-en-Valromey,01,01079287ZH0097,0,,,,,S,sols,8.0,5.686954,45.931829
10976,2020-4361,2020-06-15,2,Vente,600.0,,SOUS LA COTE,B136,1430.0,01228,Maillat,01,01228000ZC0302,0,,,,,T,terres,628.0,5.549655,46.118268
10977,2020-4362,2020-06-03,1,Vente,497811.0,,LA PARERY,B417,1200.0,01033,Valserhône,01,010332050D1247,0,,,,,T,terres,1192.0,5.828069,46.124805
10978,2020-4362,2020-06-03,1,Vente,497811.0,,LA PARERY,B417,1200.0,01033,Valserhône,01,010332050D1248,0,,,,,T,terres,1860.0,5.827831,46.125045
10979,2020-4362,2020-06-03,1,Vente,497811.0,,SOUS LA VILLE,B441,1200.0,01033,Valserhône,01,010332050D1250,0,,,,,T,terres,2184.0,5.829016,46.124884
10980,2020-4362,2020-06-03,1,Vente,497811.0,,SOUS LA VILLE,B441,1200.0,01033,Valserhône,01,010332050D1252,0,,,,,P,prés,100.0,5.829299,46.124579
10981,2020-4362,2020-06-03,1,Vente,497811.0,,SOUS LA VILLE,B441,1200.0,01033,Valserhône,01,010332050D1253,0,,,,,P,prés,910.0,5.828917,46.124581
10982,2020-4362,2020-06-03,1,Vente,497811.0,,SOUS LA VILLE,B441,1200.0,01033,Valserhône,01,010332050D1254,0,,,,,P,prés,240.0,5.828559,46.12446
10983,2020-4362,2020-06-03,1,Vente,497811.0,,SOUS LA VILLE,B441,1200.0,01033,Valserhône,01,010332050D1255,0,,,,,P,prés,350.0,5.828889,46.124461
10984,2020-4362,2020-06-03,1,Vente,497811.0,,SOUS LA VILLE,B441,1200.0,01033,Valserhône,01,010332050D1256,0,,,,,P,prés,1203.0,5.829371,46.124641
10985,2020-4362,2020-06-03,1,Vente,497811.0,1.0,CHE DE LA CHAPELLE,0824,1200.0,01033,Valserhône,01,010332050D1471,0,1.0,Maison,73.0,3.0,S,sols,503.0,5.830954,46.125392
10986,2020-4362,2020-06-03,1,Vente,497811.0,,VILLAGE,B452,1200.0,01033,Valserhône,01,010332050D1621,0,,,,,P,prés,1930.0,5.830129,46.124906
10987,2020-4362,2020-06-03,1,Vente,497811.0,,VILLAGE,B452,1200.0,01033,Valserhône,01,010332050D1622,0,,,,,P,prés,280.0,5.831288,46.124981
10988,2020-4362,2020-06-03,1,Vente,497811.0,,VILLAGE,B452,1200.0,01033,Valserhône,01,010332050D1624,0,,,,,P,prés,63.0,5.831236,46.125055
10989,2020-4362,2020-06-03,1,Vente,497811.0,,LA PARERY,B417,1200.0,01033,Valserhône,01,010332050D1914,0,,,,,T,terres,61.0,5.828602,46.125241
10990,2020-4362,2020-06-03,1,Vente,497811.0,,LA PARERY,B417,1200.0,01033,Valserhône,01,010332050D1916,0,,,,,T,terres,5.0,5.828521,46.125233
10991,2020-4362,2020-06-03,1,Vente,497811.0,,VILLAGE,B452,1200.0,01033,Valserhône,01,010332050D2067,0,,,,,P,prés,303.0,5.830214,46.125392
10992,2020-4362,2020-06-03,1,Vente,497811.0,,SOUS LA VILLE,B441,1200.0,01033,Valserhône,01,010332050D2124,0,,,,,PA,pâtures,1768.0,5.828929,46.125221
10993,2020-4362,2020-06-03,1,Vente,497811.0,,VILLAGE,B452,1200.0,01033,Valserhône,01,010332050D2200,0,,,,,S,sols,1000.0,5.830542,46.125155
10994,2020-4362,2020-06-03,1,Vente,497811.0,,VILLAGE,B452,1200.0,01033,Valserhône,01,010332050D2200,0,,,,,P,prés,2112.0,5.830542,46.125155
10995,2020-4362,2020-06-03,1,Vente,497811.0,,VILLAGE,B452,1200.0,01033,Valserhône,01,010332050D2452,0,,,,,S,sols,770.0,5.830167,46.125303
10998,2020-4365,2020-05-28,1,Vente,940000.0,,GRAND PRE PERON,B102,1630.0,01288,Péron,01,012880000C0760,0,,,,,AB,terrains a bâtir,586.0,5.927229,46.187482
10999,2020-4365,2020-05-28,1,Vente,940000.0,,GRAND PRE PERON,B102,1630.0,01288,Péron,01,012880000C0761,0,,,,,AB,terrains a bâtir,839.0,5.927425,46.18757
11000,2020-4365,2020-05-28,1,Vente,940000.0,94.0,CHE DU GRAND PRE,0120,1630.0,01288,Péron,01,012880000C0762,0,1.0,Maison,177.0,8.0,S,sols,1327.0,5.927657,46.18775
11001,2020-4365,2020-05-28,1,Vente,940000.0,94.0,CHE DU GRAND PRE,0120,1630.0,01288,Péron,01,012880000C0762,0,1.0,Maison,31.0,2.0,S,sols,1327.0,5.927657,46.18775
11002,2020-4366,2020-05-29,1,Vente,175000.0,35.0,RUE HOCHE,0245,1200.0,01033,Valserhône,01,01033000AK0243,0,1.0,Maison,80.0,6.0,S,sols,895.0,5.831388,46.109905
11003,2020-4366,2020-05-29,1,Vente,175000.0,,RUE HOCHE,0245,1200.0,01033,Valserhône,01,01033000AK0245,0,,,,,S,sols,92.0,5.831639,46.109838
11004,2020-4367,2020-05-28,2,Vente,55000.0,,GRAND PRE PERON,B102,1630.0,01288,Péron,01,012880000C2386,0,,,,,AB,terrains a bâtir,88.0,5.92714,46.187581
11005,2020-4367,2020-05-28,2,Vente,55000.0,,GRAND PRE PERON,B102,1630.0,01288,Péron,01,012880000C2387,0,,,,,AB,terrains a bâtir,96.0,5.927327,46.187678
11006,2020-4367,2020-05-28,2,Vente,55000.0,,GRAND PRE PERON,B102,1630.0,01288,Péron,01,012880000C2388,0,,,,,AB,terrains a bâtir,43.0,5.927507,46.187799
11007,2020-4368,2020-05-25,1,Vente,180000.0,153.0,RUE PRINCIPALE VAUX FEVROUX,0099,1150.0,01431,Vaux-en-Bugey,01,01431000AC0016,0,1.0,Maison,110.0,4.0,S,sols,520.0,5.363202,45.922961
11013,2020-4372,2020-06-08,2,Vente,2000.0,,HAMEAU DE LARNIN,B182,1260.0,01453,Arvière-en-Valromey,01,014530590A0507,0,,,,,S,sols,315.0,5.724505,45.955731
11023,2020-4377,2020-06-05,1,Vente,865600.0,23.0,LOT LE VERGER DE FANNY,A058,1170.0,01071,Cessy,01,01071000AI0304,0,1.0,Maison,148.0,5.0,S,sols,1080.0,6.098179,46.321032
11024,2020-4377,2020-06-05,1,Vente,865600.0,,LES CARPIERES,B006,1170.0,01071,Cessy,01,01071000AI0307,0,,,,,S,sols,288.0,6.098025,46.321026
11025,2020-4377,2020-06-05,1,Vente,865600.0,,LES CARPIERES,B006,1170.0,01071,Cessy,01,01071000AI0308,0,,,,,S,sols,11.0,6.097999,46.320865
11026,2020-4377,2020-06-05,1,Vente,865600.0,,LES CARPIERES,B006,1170.0,01071,Cessy,01,01071000AI0309,0,,,,,S,sols,99.0,6.097937,46.321156
11027,2020-4378,2020-06-15,1,Vente,58150.0,,MERPUIS,B097,1450.0,01404,Serrières-sur-Ain,01,014040000D1084,0,,,,,S,sols,406.0,5.435263,46.132221
11028,2020-4378,2020-06-15,1,Vente,58150.0,5062.0,MERPUIS,B097,1450.0,01404,Serrières-sur-Ain,01,014040000D1106,0,1.0,Maison,60.0,3.0,S,sols,176.0,5.435628,46.132209
11029,2020-4379,2020-06-15,1,Vente,1107.0,,D AMONT LES CURTILS,B001,1450.0,01404,Serrières-sur-Ain,01,014040000D1189,0,,,,,L,landes,164.0,5.437205,46.134386
11030,2020-4379,2020-06-15,1,Vente,1107.0,,D AMONT LES CURTILS,B001,1450.0,01404,Serrières-sur-Ain,01,014040000D1193,0,,,,,L,landes,395.0,5.437954,46.13458
11031,2020-4379,2020-06-15,1,Vente,1107.0,,D AMONT LES CURTILS,B001,1450.0,01404,Serrières-sur-Ain,01,014040000D1210,0,,,,,PA,pâtures,395.0,5.437633,46.134886
11032,2020-4380,2020-06-04,1,Vente,95000.0,41.0,RTE DE SEYSSEL,0158,1420.0,01082,Chanay,01,01082000AM0334,0,4.0,Local industriel. commercial ou assimilé,110.0,0.0,S,sols,601.0,5.784259,46.003006
11035,2020-4382,2020-06-05,1,Vente,299000.0,20.0,RUE DU LAVOIR,0055,1130.0,01087,Charix,01,01087000AB0229,0,1.0,Maison,167.0,4.0,S,sols,540.0,5.682325,46.182898
11041,2020-4385,2020-06-04,1,Vente,90000.0,,SOUS CHENE,B110,1420.0,01082,Chanay,01,01082000AH0024,0,,,,,P,prés,915.0,5.791633,46.000264
11042,2020-4385,2020-06-04,1,Vente,90000.0,12.0,CHE DE CHENE,0040,1420.0,01082,Chanay,01,01082000AI0085,0,1.0,Maison,56.0,3.0,S,sols,567.0,5.787952,46.001979
11043,2020-4385,2020-06-04,1,Vente,90000.0,,CHENE,B025,1420.0,01082,Chanay,01,01082000AI0121,0,,,,,S,sols,39.0,5.788122,46.001966
11044,2020-4385,2020-06-04,1,Vente,90000.0,,CHENE,B025,1420.0,01082,Chanay,01,01082000AI0141,0,,,,,P,prés,495.0,5.788128,46.00172
11045,2020-4385,2020-06-04,1,Vente,90000.0,,L ESSERNAZ,B056,1420.0,01082,Chanay,01,010820000C0405,0,,,,,BT,taillis simples,2127.0,5.752326,46.010367
11046,2020-4385,2020-06-04,1,Vente,90000.0,,SUR LA CRUZE,B047,1420.0,01082,Chanay,01,010820000D1058,0,,,,,BT,taillis simples,1586.0,5.772266,46.001356
11047,2020-4385,2020-06-04,1,Vente,90000.0,,EN GUEUDRY,B063,1420.0,01082,Chanay,01,010820000D1109,0,,,,,BT,taillis simples,1220.0,5.773449,46.000192
11048,2020-4385,2020-06-04,1,Vente,90000.0,,EN GUEUDRY,B063,1420.0,01082,Chanay,01,010820000D1110,0,,,,,BT,taillis simples,2600.0,5.774227,45.999988
11049,2020-4385,2020-06-04,1,Vente,90000.0,,LE LAVATRIN,B069,1420.0,01082,Chanay,01,010820000D1166,0,,,,,BT,taillis simples,1500.0,5.76632,45.989293
11050,2020-4385,2020-06-04,1,Vente,90000.0,,LE LAVATRIN,B069,1420.0,01082,Chanay,01,010820000D1170,0,,,,,BT,taillis simples,4874.0,5.769012,45.991634
11051,2020-4385,2020-06-04,1,Vente,90000.0,,LE LAVATRIN,B069,1420.0,01082,Chanay,01,010820000D1171,0,,,,,BT,taillis simples,2112.0,5.768262,45.991124
11052,2020-4385,2020-06-04,1,Vente,90000.0,,CORCHE BOEUF,B033,1420.0,01082,Chanay,01,010820000D1184,0,,,,,L,landes,71.0,5.768185,45.995017
11053,2020-4386,2020-06-03,1,Vente,1000.0,,AU TRU,B115,1420.0,01082,Chanay,01,010820000B0484,0,,,,,L,landes,454.0,5.769126,46.004654
11056,2020-4388,2020-05-22,2,Vente,414800.0,,PARAY,B100,1710.0,01419,Thoiry,01,01419000BD4146,0,,,,,S,sols,199.0,5.964534,46.222989
11057,2020-4388,2020-05-22,2,Vente,414800.0,,PARAY,B100,1710.0,01419,Thoiry,01,01419000BD4148,0,,,,,S,sols,62.0,5.964579,46.223132
11058,2020-4389,2020-06-15,1,Vente,65000.0,5044.0,BREGNIER VILLAGE,B006,1300.0,01058,Brégnier-Cordon,01,010580000A1113,0,1.0,Maison,54.0,3.0,S,sols,115.0,5.618459,45.649406
11059,2020-4390,2020-05-28,1,Vente,40000.0,,LE CHAUCHAY,B020,1230.0,01421,Torcieu,01,01421000AI0428,0,,,,,P,prés,1233.0,5.407467,45.93167
11060,2020-4391,2020-05-29,1,Vente,40000.0,5000.0,MOLARD MASSENIERE,B261,1110.0,01185,Plateau d'Hauteville,01,01185000ZA0014,0,,,,,T,terres,10901.0,5.572739,45.948174
11061,2020-4392,2020-05-20,1,Vente,40000.0,,LAVOURS,B028,1350.0,01208,Lavours,01,012080000A1144,0,,,,,S,sols,15.0,5.767411,45.810372
11062,2020-4392,2020-05-20,1,Vente,40000.0,5010.0,LAVOURS,B028,1350.0,01208,Lavours,01,012080000A1147,0,1.0,Maison,80.0,3.0,S,sols,76.0,5.767244,45.810273
11063,2020-4392,2020-05-20,1,Vente,40000.0,5008.0,LAVOURS,B028,1350.0,01208,Lavours,01,012080000A1149,0,1.0,Maison,45.0,3.0,S,sols,45.0,5.767271,45.810363
11064,2020-4392,2020-05-20,1,Vente,40000.0,,LAVOURS,B028,1350.0,01208,Lavours,01,012080000A1252,0,,,,,S,sols,20.0,5.767178,45.810207
11067,2020-4394,2020-06-12,1,Vente en l'état futur d'achèvement,221000.0,,LA POIZATIERE,B061,1500.0,01089,Château-Gaillard,01,01089000ZE0443,0,,,,,AB,terrains a bâtir,505.0,5.328059,45.963225
11068,2020-4395,2020-05-28,1,Vente,868000.0,95.0,RUE DE L OREE DES BOIS,0106,1210.0,01281,Ornex,01,01281000AO0302,0,1.0,Maison,180.0,5.0,S,sols,1117.0,6.09741,46.273381
11069,2020-4395,2020-05-28,1,Vente,868000.0,95.0,RUE DE L OREE DES BOIS,0106,1210.0,01281,Ornex,01,01281000AO0302,0,2.0,Appartement,28.0,1.0,S,sols,1117.0,6.09741,46.273381
11072,2020-4398,2020-06-09,2,Vente,1980.0,,MURY,B040,1170.0,01153,Échenevex,01,01153000AE0107,0,,,,,T,terres,99.0,6.052576,46.31605
11077,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0038,0,,,,,T,terres,385.0,5.186937,45.787376
11078,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0041,0,,,,,T,terres,710.0,5.186877,45.787504
11079,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0044,0,,,,,T,terres,570.0,5.186771,45.787618
11080,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0060,0,,,,,BT,taillis simples,382.0,5.18567,45.788281
11081,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0063,0,,,,,BT,taillis simples,393.0,5.1856,45.788422
11082,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0068,0,,,,,BT,taillis simples,275.0,5.185393,45.788655
11083,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0089,0,,,,,T,terres,354.0,5.185445,45.78763
11084,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0094,0,,,,,T,terres,674.0,5.185826,45.787238
11085,2020-4402,2020-05-28,1,Vente,87711.0,,LE RECART,B069,1360.0,01224,Loyettes,01,012240000A0100,0,,,,,T,terres,573.0,5.186224,45.787029
11086,2020-4402,2020-05-28,1,Vente,87711.0,,LE PRE,B065,1360.0,01224,Loyettes,01,012240000A0205,0,,,,,T,terres,1072.0,5.190734,45.786907
11087,2020-4402,2020-05-28,1,Vente,87711.0,,PRAIRIE D AIN,B063,1360.0,01224,Loyettes,01,012240000A0234,0,,,,,T,terres,3133.0,5.187904,45.784425
11088,2020-4402,2020-05-28,1,Vente,87711.0,,PRAIRIE D AIN,B063,1360.0,01224,Loyettes,01,012240000A0239,0,,,,,T,terres,4670.0,5.187581,45.785007
11089,2020-4402,2020-05-28,1,Vente,87711.0,,PRAIRIE D AIN,B063,1360.0,01224,Loyettes,01,012240000A0245,0,,,,,BT,taillis simples,2049.0,5.186224,45.78419
11090,2020-4402,2020-05-28,1,Vente,87711.0,,PRAIRIE D AIN,B063,1360.0,01224,Loyettes,01,012240000A0250,0,,,,,BT,taillis simples,737.0,5.187101,45.783592
11091,2020-4402,2020-05-28,1,Vente,87711.0,,LES ECHARPETS,B031,1360.0,01224,Loyettes,01,012240000A0337,0,,,,,T,terres,1923.0,5.194265,45.78654
11092,2020-4402,2020-05-28,1,Vente,87711.0,,LA CROIX DU NEZ,B026,1360.0,01224,Loyettes,01,012240000A0404,0,,,,,T,terres,2336.0,5.200312,45.788494
11093,2020-4402,2020-05-28,1,Vente,87711.0,,LA CROIX DU NEZ,B026,1360.0,01224,Loyettes,01,012240000A0416,0,,,,,T,terres,3202.0,5.199263,45.787168
11094,2020-4402,2020-05-28,1,Vente,87711.0,,LES ALLUETS,B002,1360.0,01224,Loyettes,01,012240000A0449,0,,,,,T,terres,2329.0,5.203509,45.783988
11095,2020-4402,2020-05-28,1,Vente,87711.0,,LES ALLUETS,B002,1360.0,01224,Loyettes,01,012240000A0450,0,,,,,T,terres,2352.0,5.20358,45.783824
11096,2020-4402,2020-05-28,1,Vente,87711.0,,LES ALLUETS,B002,1360.0,01224,Loyettes,01,012240000A0465,0,,,,,T,terres,2024.0,5.205786,45.782415
11097,2020-4402,2020-05-28,1,Vente,87711.0,,LES ALLUETS,B002,1360.0,01224,Loyettes,01,012240000A0473,0,,,,,T,terres,4097.0,5.205589,45.784944
11098,2020-4402,2020-05-28,1,Vente,87711.0,,LA BIBIANNE,B003,1360.0,01224,Loyettes,01,012240000A0530,0,,,,,T,terres,3133.0,5.206269,45.786578
11099,2020-4402,2020-05-28,1,Vente,87711.0,,LA VY DES VACHES,B096,1360.0,01224,Loyettes,01,012240000A0541,0,,,,,T,terres,2369.0,5.208471,45.788247
11100,2020-4402,2020-05-28,1,Vente,87711.0,,LA VY DES VACHES,B096,1360.0,01224,Loyettes,01,012240000A0558,0,,,,,T,terres,2350.0,5.208153,45.785322
11101,2020-4402,2020-05-28,1,Vente,87711.0,,LA VY DES VACHES,B096,1360.0,01224,Loyettes,01,012240000A0564,0,,,,,T,terres,10408.0,5.207459,45.78468
11102,2020-4402,2020-05-28,1,Vente,87711.0,,LE PERRIER,B056,1360.0,01224,Loyettes,01,012240000A0661,0,,,,,T,terres,5104.0,5.200132,45.781487
11103,2020-4402,2020-05-28,1,Vente,87711.0,,LE BROTTAY,B008,1360.0,01224,Loyettes,01,012240000A0698,0,,,,,T,terres,7523.0,5.189704,45.781279
11104,2020-4402,2020-05-28,1,Vente,87711.0,,LE BROTTAY,B008,1360.0,01224,Loyettes,01,012240000A0735,0,,,,,T,terres,2889.0,5.194952,45.779983
11105,2020-4402,2020-05-28,1,Vente,87711.0,,LE PERRIER,B056,1360.0,01224,Loyettes,01,012240000A0767,0,,,,,T,terres,2652.0,5.196498,45.781061
11106,2020-4402,2020-05-28,1,Vente,87711.0,,EN MOCHANT,B050,1360.0,01224,Loyettes,01,012240000A0797,0,,,,,T,terres,1960.0,5.196231,45.777966
11107,2020-4402,2020-05-28,1,Vente,87711.0,,EN MOCHANT,B050,1360.0,01224,Loyettes,01,012240000A0800,0,,,,,T,terres,2340.0,5.196276,45.778804
11108,2020-4402,2020-05-28,1,Vente,87711.0,,EN POMMERANT,B058,1360.0,01224,Loyettes,01,012240000A0841,0,,,,,T,terres,5830.0,5.196716,45.776237
11109,2020-4402,2020-05-28,1,Vente,87711.0,,EN POMMERANT,B058,1360.0,01224,Loyettes,01,012240000A0855,0,,,,,T,terres,1584.0,5.1986,45.775088
11110,2020-4402,2020-05-28,1,Vente,87711.0,,LES RUETTES,B071,1360.0,01224,Loyettes,01,012240000A0861,0,,,,,T,terres,3574.0,5.198299,45.773101
11111,2020-4402,2020-05-28,1,Vente,87711.0,,LES RUETTES,B071,1360.0,01224,Loyettes,01,012240000A0904,0,,,,,L,landes,621.0,5.19377,45.772336
11112,2020-4402,2020-05-28,1,Vente,87711.0,,LES RUETTES,B071,1360.0,01224,Loyettes,01,012240000A0905,0,,,,,T,terres,2714.0,5.194427,45.773366
11113,2020-4402,2020-05-28,1,Vente,87711.0,,LE BROTTELAY,B010,1360.0,01224,Loyettes,01,012240000A0906,0,,,,,T,terres,5475.0,5.194059,45.773201
11114,2020-4402,2020-05-28,1,Vente,87711.0,,LE BROTTELAY,B010,1360.0,01224,Loyettes,01,012240000A0907,0,,,,,BT,taillis simples,1298.0,5.193521,45.772347
11115,2020-4402,2020-05-28,1,Vente,87711.0,,LE COIN,B019,1360.0,01224,Loyettes,01,012240000A0947,0,,,,,T,terres,2055.0,5.194981,45.774453
11116,2020-4402,2020-05-28,1,Vente,87711.0,,LE BOUCHET,B007,1360.0,01224,Loyettes,01,012240000A1012,0,,,,,T,terres,4742.0,5.189267,45.7771
11117,2020-4402,2020-05-28,1,Vente,87711.0,,LE BOUCHET,B007,1360.0,01224,Loyettes,01,012240000A1013,0,,,,,BT,taillis simples,1073.0,5.188516,45.777015
11118,2020-4402,2020-05-28,1,Vente,87711.0,,LE BOUCHET,B007,1360.0,01224,Loyettes,01,012240000A1033,0,,,,,T,terres,6320.0,5.192126,45.778287
11119,2020-4402,2020-05-28,1,Vente,87711.0,,LA CORNE,B022,1360.0,01224,Loyettes,01,012240000A3211,0,,,,,T,terres,1728.0,5.202529,45.781974
11120,2020-4402,2020-05-28,1,Vente,87711.0,,LA CORNE,B022,1360.0,01224,Loyettes,01,012240000A3213,0,,,,,T,terres,149.0,5.202324,45.781337
11121,2020-4402,2020-05-28,1,Vente,87711.0,,LES ALARMES,B001,1360.0,01224,Loyettes,01,012240000A3214,0,,,,,T,terres,1533.0,5.205113,45.782006
11122,2020-4402,2020-05-28,1,Vente,87711.0,,LES ALARMES,B001,1360.0,01224,Loyettes,01,012240000A3216,0,,,,,T,terres,302.0,5.20596,45.781904
11123,2020-4402,2020-05-28,1,Vente,87711.0,,LE VEAU,B084,1360.0,01224,Loyettes,01,012240000B0110,0,,,,,T,terres,2374.0,5.217189,45.776267
11124,2020-4402,2020-05-28,1,Vente,87711.0,,LE CHARDONNET,B014,1360.0,01224,Loyettes,01,012240000B0162,0,,,,,T,terres,2065.0,5.216455,45.774124
11125,2020-4402,2020-05-28,1,Vente,87711.0,,LE CHARDONNET,B014,1360.0,01224,Loyettes,01,012240000B0179,0,,,,,T,terres,4087.0,5.219411,45.773519
11126,2020-4402,2020-05-28,1,Vente,87711.0,,LE CHARDONNET,B014,1360.0,01224,Loyettes,01,012240000B0185,0,,,,,T,terres,2435.0,5.220153,45.77335
11127,2020-4402,2020-05-28,1,Vente,87711.0,,SAINT RAMBERT,B073,1360.0,01224,Loyettes,01,012240000B0293,0,,,,,T,terres,4747.0,5.21628,45.772228
11128,2020-4402,2020-05-28,1,Vente,87711.0,,COMBE ROUSSE,B020,1360.0,01224,Loyettes,01,012240000B0381,0,,,,,T,terres,3935.0,5.226396,45.78026
11129,2020-4402,2020-05-28,1,Vente,87711.0,,COMBE ROUSSE,B020,1360.0,01224,Loyettes,01,012240000B0392,0,,,,,T,terres,3350.0,5.224202,45.780064
11130,2020-4402,2020-05-28,1,Vente,87711.0,,COMBE ROUSSE,B020,1360.0,01224,Loyettes,01,012240000B0419,0,,,,,T,terres,3349.0,5.223428,45.777079
11131,2020-4402,2020-05-28,1,Vente,87711.0,,COMBE ROUSSE,B020,1360.0,01224,Loyettes,01,012240000B0421,0,,,,,T,terres,3177.0,5.223761,45.777379
11132,2020-4402,2020-05-28,1,Vente,87711.0,,VIRGOUILLON,B094,1360.0,01224,Loyettes,01,012240000B0459,0,,,,,T,terres,2760.0,5.226542,45.775165
11133,2020-4402,2020-05-28,1,Vente,87711.0,,PORT BLANC,B060,1360.0,01224,Loyettes,01,012240000B0535,0,,,,,T,terres,2375.0,5.233027,45.777028
11134,2020-4402,2020-05-28,1,Vente,87711.0,,LA BUYATTE,B011,1360.0,01224,Loyettes,01,012240000B0611,0,,,,,T,terres,1704.0,5.225256,45.773259
11135,2020-4402,2020-05-28,1,Vente,87711.0,,AUX TROIS VIES,B081,1360.0,01224,Loyettes,01,012240000B1328,0,,,,,T,terres,4587.0,5.216327,45.779874
11136,2020-4402,2020-05-28,1,Vente,87711.0,,LA GARENNE,B035,1360.0,01224,Loyettes,01,012240000C0032,0,,,,,T,terres,3941.0,5.243281,45.783289
11137,2020-4402,2020-05-28,1,Vente,87711.0,,LA GARENNE,B035,1360.0,01224,Loyettes,01,012240000C0036,0,,,,,T,terres,2022.0,5.243026,45.783169
