,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude
2474,2020-1026,2020-05-19,1,Vente,38000.0,5260.0,CAILLE,B007,1340.0,01130,Bresse Vallons,01,011300000B0196,0,3.0,Dépendance,,0.0,P,prés,7689.0,5.166216,46.32643
2475,2020-1027,2020-05-18,1,Vente,85000.0,5148.0,COLIGNY LE HAUT,B050,1270.0,01108,Coligny,01,01108000AB0171,0,1.0,Maison,70.0,3.0,S,sols,275.0,5.346828,46.384415
2477,2020-1029,2020-05-14,1,Vente,30000.0,82.0,PL DU FOURNIL,0082,1340.0,01163,Foissiat,01,01163000AB0184,0,1.0,Maison,45.0,2.0,S,sols,147.0,5.177326,46.370022
2478,2020-1030,2020-05-15,1,Vente,39000.0,,LE BOURG,B009,1340.0,01040,Béréziat,01,01040000WL0212,0,,,,,AB,terrains a bâtir,627.0,5.046239,46.365307
2479,2020-1030,2020-05-15,1,Vente,39000.0,,LE BOURG,B009,1340.0,01040,Béréziat,01,01040000WL0215,0,,,,,AB,terrains a bâtir,351.0,5.046212,46.365485
2480,2020-1031,2020-05-26,1,Vente,210000.0,6637.0,LE BUIDON,B040,1440.0,01451,Viriat,01,01451000AY0060,0,1.0,Maison,86.0,4.0,S,sols,672.0,5.228725,46.229563
2481,2020-1032,2020-05-25,1,Vente,2000.0,,LE VILLAGE,B101,1270.0,01432,Verjon,01,014320000B1335,0,,,,,S,sols,50.0,5.350779,46.346878
2485,2020-1034,2020-05-15,1,Vente,250000.0,15.0,PL DES BONS ENFANTS,0520,1000.0,01053,Bourg-en-Bresse,01,01053000BC0398,1,,,,,S,sols,100.0,5.228636,46.204749
2489,2020-1037,2020-05-19,1,Vente,85000.0,15.0,CHE DU MOULIN BLANC,0247,1570.0,01159,Feillens,01,01159000AI0435,0,1.0,Maison,93.0,3.0,S,sols,146.0,4.899954,46.329242
2490,2020-1037,2020-05-19,1,Vente,85000.0,,TERNANT EST,B278,1570.0,01159,Feillens,01,01159000AI0438,0,,,,,S,sols,201.0,4.899907,46.329157
2491,2020-1037,2020-05-19,1,Vente,85000.0,15.0,CHE DU MOULIN BLANC,0247,1570.0,01159,Feillens,01,01159000AI0439,0,1.0,Maison,102.0,5.0,S,sols,182.0,4.899958,46.3291
2494,2020-1039,2020-05-11,1,Vente,83500.0,,CROPETTET,B051,1570.0,01231,Manziat,01,012310000B1910,0,,,,,AB,terrains a bâtir,1670.0,4.920859,46.354984
2495,2020-1039,2020-05-11,1,Vente,83500.0,,CROPETTET,B051,1570.0,01231,Manziat,01,012310000B1916,0,,,,,AB,terrains a bâtir,142.0,4.921198,46.354869
2496,2020-1040,2020-05-11,1,Vente,245950.0,128.0,CHE DU MOULIN,0568,1750.0,01320,Replonges,01,013200000C1728,0,1.0,Maison,131.0,5.0,S,sols,1026.0,4.907678,46.309305
2497,2020-1040,2020-05-11,1,Vente,245950.0,,MONS EST,B195,1750.0,01320,Replonges,01,013200000C1729,0,,,,,P,prés,720.0,4.907983,46.309426
2498,2020-1041,2020-05-22,1,Vente,378620.0,1313.0,CHE DES CADALLES,0030,1000.0,01344,Saint-Denis-lès-Bourg,01,01344000AS0402,0,,,,,AG,terrains d'agrément,366.0,5.196813,46.212334
2499,2020-1041,2020-05-22,1,Vente,378620.0,1355.0,CHE DES CADALLES,0030,1000.0,01344,Saint-Denis-lès-Bourg,01,01344000AS0403,0,1.0,Maison,136.0,5.0,AG,terrains d'agrément,199.0,5.197219,46.212383
2500,2020-1041,2020-05-22,1,Vente,378620.0,1355.0,CHE DES CADALLES,0030,1000.0,01344,Saint-Denis-lès-Bourg,01,01344000AS0403,0,1.0,Maison,136.0,5.0,S,sols,500.0,5.197219,46.212383
2501,2020-1042,2020-05-15,1,Vente,307000.0,560.0,CHE DU PETIT NOAILLAT,0055,1290.0,01123,Cormoranche-sur-Saône,01,011230000C0276,0,1.0,Maison,111.0,4.0,S,sols,1195.0,4.844144,46.233732
2502,2020-1042,2020-05-15,1,Vente,307000.0,,NOAILLAT,B063,1290.0,01123,Cormoranche-sur-Saône,01,011230000C0277,0,,,,,J,jardins,491.0,4.843964,46.23354
2503,2020-1042,2020-05-15,1,Vente,307000.0,,NOAILLAT,B063,1290.0,01123,Cormoranche-sur-Saône,01,011230000C0278,0,,,,,T,terres,2819.0,4.843935,46.233026
2504,2020-1043,2020-05-13,1,Vente,31250.0,,LA SOZAYE,B157,1570.0,01231,Manziat,01,01231000AC0429,0,,,,,AB,terrains a bâtir,1450.0,4.902938,46.364169
2505,2020-1043,2020-05-13,1,Vente,31250.0,,LA SOZAYE,B157,1570.0,01231,Manziat,01,01231000AC0430,0,,,,,S,sols,24.0,4.902666,46.364286
2506,2020-1044,2020-05-14,1,Vente,75000.0,,CHAMP JACOB,B090,1340.0,01163,Foissiat,01,01163000WI0636,0,,,,,AB,terrains a bâtir,1778.0,5.17015,46.365134
2507,2020-1044,2020-05-14,1,Vente,75000.0,,CHAMP JACOB,B090,1340.0,01163,Foissiat,01,01163000WI0638,0,,,,,AB,terrains a bâtir,407.0,5.171008,46.365266
2509,2020-1046,2020-05-18,1,Vente,160000.0,572.0,RUE DE LA CRAZ,0080,1440.0,01451,Viriat,01,01451000BI0051,0,1.0,Maison,71.0,4.0,S,sols,529.0,5.213832,46.224445
2510,2020-1046,2020-05-18,1,Vente,160000.0,572.0,RUE DE LA CRAZ,0080,1440.0,01451,Viriat,01,01451000BI0051,0,1.0,Maison,71.0,4.0,J,jardins,683.0,5.213832,46.224445
2511,2020-1047,2020-05-19,1,Vente,100000.0,5004.0,MARBOZ,B221,1851.0,01232,Marboz,01,012320000D1514,0,4.0,Local industriel. commercial ou assimilé,102.0,0.0,S,sols,183.0,5.257221,46.342334
2512,2020-1047,2020-05-19,1,Vente,100000.0,5004.0,MARBOZ,B221,1851.0,01232,Marboz,01,012320000D1514,0,1.0,Maison,80.0,4.0,S,sols,183.0,5.257221,46.342334
2513,2020-1048,2020-05-15,1,Vente,126000.0,220.0,RTE DE LA LECHERE,0140,1340.0,01236,Marsonnas,01,01236000AN0482,0,1.0,Maison,27.0,0.0,S,sols,1131.0,5.071856,46.339444
2514,2020-1048,2020-05-15,1,Vente,126000.0,220.0,RTE DE LA LECHERE,0140,1340.0,01236,Marsonnas,01,01236000AN0483,0,1.0,Maison,105.0,3.0,S,sols,931.0,5.071906,46.339257
2515,2020-1049,2020-05-13,1,Vente,210750.0,5293.0,CHE DU MENIL,0079,1160.0,01314,Priay,01,013140000D2561,0,1.0,Maison,87.0,4.0,S,sols,740.0,5.295766,46.024024
2516,2020-1050,2020-05-26,1,Vente,95000.0,5230.0,LA TEPPE,B095,1380.0,01343,Saint-Cyr-sur-Menthon,01,01343000ZM0244,0,1.0,Maison,160.0,5.0,S,sols,1013.0,4.976861,46.278721
2520,2020-1051,2020-05-18,1,Vente,195000.0,290.0,RTE DU CORRIDOR,0185,1380.0,01025,Bâgé-Dommartin,01,010250000F2355,0,1.0,Maison,83.0,4.0,S,sols,800.0,4.936375,46.318694
2521,2020-1052,2020-04-30,1,Vente,160000.0,68.0,IMP DES JAYES,0155,1560.0,01212,Lescheroux,01,012120000D0442,0,1.0,Maison,98.0,4.0,S,sols,862.0,5.139802,46.405621
2522,2020-1052,2020-04-30,1,Vente,160000.0,68.0,IMP DES JAYES,0155,1560.0,01212,Lescheroux,01,012120000D0442,0,1.0,Maison,98.0,4.0,AG,terrains d'agrément,585.0,5.139802,46.405621
2523,2020-1052,2020-04-30,1,Vente,160000.0,,LES JAYES,B068,1560.0,01212,Lescheroux,01,012120000D0443,0,,,,,T,terres,57.0,5.140019,46.405613
2525,2020-1054,2020-05-05,1,Vente,240000.0,40.0,RUE DES ACACIAS,0050,1000.0,01053,Bourg-en-Bresse,01,01053000BL0114,0,1.0,Maison,157.0,6.0,S,sols,747.0,5.239587,46.217267
2526,2020-1054,2020-05-05,1,Vente,240000.0,42.0,RUE DES ACACIAS,0050,1000.0,01053,Bourg-en-Bresse,01,01053000BL0190,0,,,,,AB,terrains a bâtir,535.0,5.239938,46.217346
2527,2020-1055,2020-05-15,1,Vente,165000.0,170.0,RTE DE PERROUX,0125,1560.0,01230,Mantenay-Montlin,01,01230000ZN0063,0,1.0,Maison,111.0,4.0,S,sols,620.0,5.105874,46.42333
2528,2020-1055,2020-05-15,1,Vente,165000.0,170.0,RTE DE PERROUX,0125,1560.0,01230,Mantenay-Montlin,01,01230000ZN0063,0,1.0,Maison,111.0,4.0,T,terres,1380.0,5.105874,46.42333
2531,2020-1057,2020-05-18,1,Vente,49200.0,,LA VAVRE,B060,1560.0,01128,Courtes,01,011280000B0039,0,,,,,BP,peupleraies,7718.0,5.136652,46.455248
2532,2020-1057,2020-05-18,1,Vente,49200.0,,LA BRAS,B013,1560.0,01128,Courtes,01,011280000B0065,0,,,,,BS,taillis sous futaie,1250.0,5.138996,46.454913
2533,2020-1057,2020-05-18,1,Vente,49200.0,,LA BRAS,B013,1560.0,01128,Courtes,01,011280000B0066,0,,,,,BS,taillis sous futaie,6000.0,5.137847,46.455248
2534,2020-1057,2020-05-18,1,Vente,49200.0,,AU MOLLARD,B049,1560.0,01128,Courtes,01,011280000B0068,0,,,,,T,terres,10105.0,5.137421,46.453585
2535,2020-1057,2020-05-18,1,Vente,49200.0,,AU MOLLARD,B049,1560.0,01128,Courtes,01,011280000B0069,0,,,,,BS,taillis sous futaie,4852.0,5.137068,46.453345
2536,2020-1057,2020-05-18,1,Vente,49200.0,,AUX LIEUX,B046,1560.0,01128,Courtes,01,01128000ZC0059,0,,,,,P,prés,8710.0,5.1269,46.446415
2537,2020-1057,2020-05-18,1,Vente,49200.0,,AUX LIEUX,B046,1560.0,01128,Courtes,01,01128000ZC0060,0,,,,,BS,taillis sous futaie,3010.0,5.126287,46.445975
2538,2020-1057,2020-05-18,1,Vente,49200.0,,LA PRAIRIE,B147,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0001,0,,,,,P,prés,6880.0,5.141396,46.457182
2539,2020-1057,2020-05-18,1,Vente,49200.0,,MOULIN DU MOLARD,B130,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0046,0,,,,,P,prés,42940.0,5.138549,46.450346
2540,2020-1057,2020-05-18,1,Vente,49200.0,,MOULIN DU MOLARD,B130,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0047,0,,,,,P,prés,2280.0,5.138512,46.452647
2541,2020-1057,2020-05-18,1,Vente,49200.0,,PRAIRIE DU MOLARD,B149,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0048,0,,,,,P,prés,31560.0,5.141252,46.453399
2542,2020-1057,2020-05-18,1,Vente,49200.0,,PRAIRIE DU MOLARD,B149,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0048,0,,,,,T,terres,29420.0,5.141252,46.453399
2543,2020-1057,2020-05-18,1,Vente,49200.0,,PRAIRIE DU MOLARD,B149,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0051,0,,,,,BS,taillis sous futaie,5202.0,5.139864,46.453664
2544,2020-1057,2020-05-18,1,Vente,49200.0,,PRAIRIE DU MOLARD,B149,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0052,0,,,,,BS,taillis sous futaie,1114.0,5.139963,46.453859
2545,2020-1057,2020-05-18,1,Vente,49200.0,,PRAIRIE DU MOLARD,B149,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0053,0,,,,,BS,taillis sous futaie,2998.0,5.140029,46.453986
2546,2020-1057,2020-05-18,1,Vente,49200.0,,PRAIRIE DU MOLARD,B149,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0054,0,,,,,BS,taillis sous futaie,2300.0,5.140111,46.454147
2547,2020-1057,2020-05-18,1,Vente,49200.0,,MOULIN DU MOLARD,B130,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YC0077,0,,,,,T,terres,16718.0,5.140823,46.449858
2548,2020-1057,2020-05-18,1,Vente,49200.0,,LE MOLARD,B123,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YD0001,0,,,,,T,terres,11465.0,5.137865,46.449365
2549,2020-1057,2020-05-18,1,Vente,49200.0,,LE MOLARD,B123,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YD0001,0,,,,,P,prés,11085.0,5.137865,46.449365
2550,2020-1057,2020-05-18,1,Vente,49200.0,,LE MOLARD,B123,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YD0001,0,,,,,T,terres,9130.0,5.137865,46.449365
2551,2020-1057,2020-05-18,1,Vente,49200.0,,GRAND QUARTIER,B102,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YD0022,0,,,,,P,prés,27000.0,5.142688,46.448424
2552,2020-1057,2020-05-18,1,Vente,49200.0,,GRAND QUARTIER,B102,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YD0142,0,,,,,T,terres,14000.0,5.144824,46.448212
2553,2020-1057,2020-05-18,1,Vente,49200.0,,GRAND QUARTIER,B102,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YD0142,0,,,,,P,prés,2240.0,5.144824,46.448212
2554,2020-1057,2020-05-18,1,Vente,49200.0,,RIPPE DE BIOU,B171,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YE0004,0,,,,,P,prés,7050.0,5.13534,46.449369
2555,2020-1057,2020-05-18,1,Vente,49200.0,,RIPPE DE BIOU,B171,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YE0005,0,,,,,T,terres,7260.0,5.134537,46.448778
2556,2020-1057,2020-05-18,1,Vente,49200.0,,RIPPE DE BIOU,B171,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YE0005,0,,,,,T,terres,7260.0,5.134537,46.448778
2557,2020-1057,2020-05-18,1,Vente,49200.0,,RIPPE DE BIOU,B171,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YE0032,0,,,,,BS,taillis sous futaie,6610.0,5.135944,46.450242
2558,2020-1057,2020-05-18,1,Vente,49200.0,,RIPPE DE BIOU,B171,1560.0,01380,Saint-Nizier-le-Bouchoux,01,01380000YE0035,0,,,,,BS,taillis sous futaie,1586.0,5.135493,46.449572
2561,2020-1059,2020-05-14,1,Vente,157000.0,287.0,RTE DU BOURG,0085,1380.0,01025,Bâgé-Dommartin,01,010250000F2338,0,1.0,Maison,88.0,4.0,S,sols,800.0,4.943309,46.312871
2562,2020-1060,2020-05-13,1,Vente,12000.0,,LES GOUILLETTES,B068,1570.0,01231,Manziat,01,01231000AE0480,0,,,,,BT,taillis simples,319.0,4.918115,46.362163
2563,2020-1060,2020-05-13,1,Vente,12000.0,,LES GOUILLETTES,B068,1570.0,01231,Manziat,01,01231000AE0481,0,,,,,BT,taillis simples,12.0,4.918103,46.36238
2564,2020-1061,2020-05-14,1,Vente,68000.0,,LES PENARDS,B114,1570.0,01231,Manziat,01,01231000AC0414,0,,,,,AB,terrains a bâtir,317.0,4.907449,46.368049
2565,2020-1061,2020-05-14,1,Vente,68000.0,,LES PENARDS,B114,1570.0,01231,Manziat,01,01231000AC0417,0,,,,,AB,terrains a bâtir,774.0,4.907176,46.36797
2566,2020-1061,2020-05-14,1,Vente,68000.0,,LES PENARDS,B114,1570.0,01231,Manziat,01,01231000AC0419,0,,,,,AB,terrains a bâtir,9.0,4.906631,46.368113
2567,2020-1062,2020-05-18,1,Vente,120000.0,,L ETANG MULET,B073,1160.0,01314,Priay,01,013140000C0408,0,,,,,E,eaux,11370.0,5.291812,46.021457
2568,2020-1062,2020-05-18,1,Vente,120000.0,5556.0,L ETANG MULET,B073,1160.0,01314,Priay,01,013140000C0409,0,3.0,Dépendance,,0.0,S,sols,510.0,5.29211,46.019811
2569,2020-1062,2020-05-18,1,Vente,120000.0,5556.0,L ETANG MULET,B073,1160.0,01314,Priay,01,013140000C0409,0,3.0,Dépendance,,0.0,E,eaux,12600.0,5.29211,46.019811
2570,2020-1062,2020-05-18,1,Vente,120000.0,,BOTTEREAU,B025,1160.0,01314,Priay,01,013140000D1598,0,,,,,BT,taillis simples,521.0,5.291293,46.019544
2571,2020-1062,2020-05-18,1,Vente,120000.0,,BOTTEREAU,B025,1160.0,01314,Priay,01,013140000D1599,0,,,,,BT,taillis simples,370.0,5.292139,46.019357
2572,2020-1063,2020-05-29,1,Vente,5000.0,,LES MONTETS,B110,1560.0,01124,Cormoz,01,01124000ZI0190,0,,,,,S,sols,222.0,5.227528,46.43962
2573,2020-1063,2020-05-29,1,Vente,5000.0,5317.0,LES MONTETS,B110,1560.0,01124,Cormoz,01,01124000ZI0191,0,1.0,Maison,16.0,0.0,S,sols,17.0,5.227514,46.439596
2574,2020-1063,2020-05-29,1,Vente,5000.0,,LES MONTETS,B110,1560.0,01124,Cormoz,01,01124000ZI0194,0,,,,,T,terres,785.0,5.227422,46.439208
2575,2020-1064,2020-05-29,1,Vente,6000.0,,LES FONTAINES EST,B096,1340.0,01040,Béréziat,01,01040000WS0001,0,,,,,T,terres,26170.0,5.038402,46.371076
2576,2020-1064,2020-05-29,1,Vente,6000.0,,LES FONTAINES EST,B096,1340.0,01040,Béréziat,01,01040000WS0003,0,,,,,T,terres,600.0,5.040805,46.37149
2577,2020-1065,2020-05-29,1,Vente,30000.0,5677.0,CHAMP DE LA JEANNE,B021,1560.0,01388,Saint-Trivier-de-Courtes,01,013880000D1242,0,1.0,Maison,107.0,4.0,S,sols,654.0,5.075536,46.457787
2578,2020-1065,2020-05-29,1,Vente,30000.0,,CHAMP DE LA JEANNE,B021,1560.0,01388,Saint-Trivier-de-Courtes,01,013880000D1245,0,,,,,S,sols,1.0,5.075688,46.457778
2583,2020-1068,2020-05-26,1,Vente,1.0,280.0,AV DE SAN SEVERO,3488,1000.0,01053,Bourg-en-Bresse,01,01053000BS0364,0,,,,,S,sols,47.0,5.251271,46.217033
2584,2020-1069,2020-05-12,1,Vente,100000.0,115.0,RTE DES BEYS,0036,1570.0,01159,Feillens,01,01159000AB0222,0,1.0,Maison,110.0,6.0,S,sols,670.0,4.882116,46.341956
2585,2020-1069,2020-05-12,1,Vente,100000.0,,TERRES DU COMTE,B296,1570.0,01159,Feillens,01,01159000AB0224,0,,,,,T,terres,2940.0,4.880411,46.342129
2586,2020-1070,2020-05-15,3,Vente,68000.0,,LE VILLAGE,B156,1250.0,01195,Jasseron,01,01195000AD0726,0,,,,,S,sols,537.0,5.321134,46.211961
2587,2020-1070,2020-05-15,3,Vente,68000.0,,LE VILLAGE,B156,1250.0,01195,Jasseron,01,01195000AD0732,0,,,,,AG,terrains d'agrément,71.0,5.321276,46.212029
2588,2020-1071,2020-05-20,1,Vente,35167.0,,LES BAISSES,B005,1440.0,01451,Viriat,01,01451000ZD0208,0,,,,,AB,terrains a bâtir,101.0,5.199985,46.251362
2589,2020-1071,2020-05-20,1,Vente,35167.0,,LES BAISSES,B005,1440.0,01451,Viriat,01,01451000ZD0209,0,,,,,AB,terrains a bâtir,1453.0,5.199927,46.250991
2590,2020-1071,2020-05-20,1,Vente,35167.0,,LES BAISSES,B005,1440.0,01451,Viriat,01,01451000ZD0212,0,,,,,AB,terrains a bâtir,217.0,5.200235,46.251071
2591,2020-1071,2020-05-20,1,Vente,35167.0,,LES BAISSES,B005,1440.0,01451,Viriat,01,01451000ZD0213,0,,,,,AB,terrains a bâtir,1253.0,5.200223,46.251225
2598,2020-1074,2020-04-22,1,Vente,50000.0,369.0,VC LES BERGERS NIZEREL,0015,1190.0,01337,Saint-Bénigne,01,01337000ZC0444,0,1.0,Maison,43.0,1.0,S,sols,1380.0,4.95273,46.449919
2599,2020-1075,2020-05-11,1,Vente,225000.0,7.0,IMP DE CUIRON,1080,1000.0,01053,Bourg-en-Bresse,01,01053000AT0065,0,,,,,S,sols,1020.0,5.237076,46.187617
2600,2020-1075,2020-05-11,1,Vente,225000.0,1.0,RUE LOUIS MOUTHIER,2355,1000.0,01053,Bourg-en-Bresse,01,01053000AT0066,0,1.0,Maison,101.0,5.0,S,sols,810.0,5.23687,46.187718
2601,2020-1075,2020-05-11,1,Vente,225000.0,25.0,RUE LOUIS MOUTHIER,2355,1000.0,01053,Bourg-en-Bresse,01,01053000AT0088,0,,,,,S,sols,404.0,5.23807,46.185063
2602,2020-1075,2020-05-11,1,Vente,225000.0,,RUE LOUIS MOUTHIER,2355,1000.0,01053,Bourg-en-Bresse,01,01053000AT0103,0,,,,,S,sols,251.0,5.237557,46.18639
2603,2020-1075,2020-05-11,1,Vente,225000.0,,RUE LOUIS MOUTHIER,2355,1000.0,01053,Bourg-en-Bresse,01,01053000AT0104,0,,,,,S,sols,86.0,5.237647,46.185853
2604,2020-1076,2020-05-15,1,Vente,146500.0,20.0,CHE DU BOSSON,0015,1190.0,01057,Boz,01,010570000A1500,0,1.0,Maison,78.0,4.0,S,sols,1008.0,4.908923,46.402159
2605,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0370,0,,,,,J,jardins,670.0,5.222911,46.059709
2606,2020-1077,2020-05-11,1,Vente,301000.0,117.0,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0372,0,1.0,Maison,130.0,4.0,S,sols,680.0,5.222369,46.060037
2607,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0375,0,,,,,T,terres,145.0,5.22189,46.060389
2608,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0650,0,,,,,S,sols,316.0,5.221903,46.060327
2609,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0877,0,,,,,P,prés,637.0,5.222184,46.06026
2610,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0878,0,,,,,S,sols,827.0,5.222093,46.060024
2611,2020-1077,2020-05-11,1,Vente,301000.0,5416.0,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0879,0,3.0,Dépendance,,0.0,S,sols,178.0,5.222211,46.059882
2612,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0880,0,,,,,S,sols,369.0,5.222383,46.059671
2613,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0880,0,,,,,AG,terrains d'agrément,748.0,5.222383,46.059671
2614,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0881,0,,,,,S,sols,113.0,5.222592,46.059653
2615,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0882,0,,,,,T,terres,608.0,5.222666,46.059827
2616,2020-1077,2020-05-11,1,Vente,301000.0,,LES GUIGNIERES,B137,1240.0,01145,Dompierre-sur-Veyle,01,011450000F0883,0,,,,,T,terres,272.0,5.222496,46.059937
2617,2020-1078,2020-05-06,1,Vente,57000.0,5966.0,OUSSIAT,B063,1160.0,01304,Pont-d'Ain,01,01304000AH0411,0,4.0,Local industriel. commercial ou assimilé,120.0,0.0,S,sols,177.0,5.359768,46.055152
2618,2020-1078,2020-05-06,1,Vente,57000.0,5966.0,OUSSIAT,B063,1160.0,01304,Pont-d'Ain,01,01304000AH0411,0,1.0,Maison,70.0,4.0,S,sols,177.0,5.359768,46.055152
2619,2020-1079,2020-05-12,1,Vente,176000.0,21.0,RUE DE LA GARE,0050,1340.0,01266,Montrevel-en-Bresse,01,01266000AD0276,0,,,,,S,sols,198.0,5.127465,46.335668
2620,2020-1079,2020-05-12,1,Vente,176000.0,23.0,RUE DE LA GARE,0050,1340.0,01266,Montrevel-en-Bresse,01,01266000AD0349,0,1.0,Maison,105.0,4.0,S,sols,66.0,5.127557,46.335686
2621,2020-1080,2020-05-25,1,Vente,50000.0,,CESILLE,B010,1340.0,01196,Jayat,01,011960000C2769,0,,,,,P,prés,19.0,5.126435,46.34959
2622,2020-1080,2020-05-25,1,Vente,50000.0,,CESILLE,B010,1340.0,01196,Jayat,01,011960000C2770,0,,,,,P,prés,66.0,5.126415,46.349491
2623,2020-1080,2020-05-25,1,Vente,50000.0,,CESILLE,B010,1340.0,01196,Jayat,01,011960000C2774,0,,,,,S,sols,24.0,5.126395,46.34939
2624,2020-1080,2020-05-25,1,Vente,50000.0,1763.0,RTE DE BOURG,0035,1340.0,01196,Jayat,01,011960000C2775,0,1.0,Maison,90.0,3.0,S,sols,699.0,5.126647,46.349554
2625,2020-1080,2020-05-25,1,Vente,50000.0,,CESILLE,B010,1340.0,01196,Jayat,01,011960000C2777,0,,,,,S,sols,148.0,5.126592,46.349371
2626,2020-1080,2020-05-25,1,Vente,50000.0,,CESILLE,B010,1340.0,01196,Jayat,01,011960000C2781,0,,,,,S,sols,31.0,5.126825,46.349559
2627,2020-1080,2020-05-25,1,Vente,50000.0,,CESILLE,B010,1340.0,01196,Jayat,01,011960000C2782,0,,,,,S,sols,15.0,5.126744,46.349352
2628,2020-1081,2020-05-29,1,Vente,50.0,,LE VILLAGE,B178,1270.0,01391,Salavre,01,013910000B1425,0,,,,,P,prés,200.0,5.348679,46.364767
2629,2020-1082,2020-05-25,1,Vente,1660.0,,RIPPES DE BUT,B219,1440.0,01451,Viriat,01,014510000A0049,0,,,,,BS,taillis sous futaie,1400.0,5.22329,46.288582
2630,2020-1082,2020-05-25,1,Vente,1660.0,,PELOUX DE MARILLAT,B174,1440.0,01451,Viriat,01,014510000A0671,0,,,,,BS,taillis sous futaie,6900.0,5.21145,46.282594
2632,2020-1084,2020-05-28,3,Vente,1173.9,,MALAVAL,B072,1370.0,01038,Bény,01,01038000ZI0061,0,,,,,L,landes,1014.0,5.25415,46.293972
2635,2020-1086,2020-05-28,1,Vente,514.2,,MALAVAL,B075,1370.0,01350,Saint-Étienne-du-Bois,01,013500000E0003,0,,,,,T,terres,1714.0,5.256126,46.293706
2636,2020-1087,2020-05-26,1,Vente,57000.0,,LE CHANELET,B020,1380.0,01343,Saint-Cyr-sur-Menthon,01,01343000ZM0644,0,,,,,AB,terrains a bâtir,357.0,4.977438,46.27545
2637,2020-1087,2020-05-26,1,Vente,57000.0,,LE CHANELET,B020,1380.0,01343,Saint-Cyr-sur-Menthon,01,01343000ZM0647,0,,,,,AB,terrains a bâtir,270.0,4.977378,46.275578
2638,2020-1088,2020-05-29,1,Vente,216340.0,25.0,CONDAMNALE,B017,1380.0,01026,Bâgé-le-Châtel,01,010260000A1029,0,1.0,Maison,102.0,4.0,S,sols,719.0,4.934332,46.31272
2639,2020-1089,2020-05-27,1,Vente,65000.0,,GRAND MORTIER,B062,1290.0,01179,Grièges,01,01179000AB0672,0,,,,,AB,terrains a bâtir,217.0,4.851893,46.258179
2640,2020-1089,2020-05-27,1,Vente,65000.0,,GRAND MORTIER,B062,1290.0,01179,Grièges,01,01179000AB0679,0,,,,,AB,terrains a bâtir,179.0,4.851856,46.258107
